iter	Logloss
452	0.1578434721
453	0.1578315481
454	0.1578151142
455	0.1578010299
456	0.1577865623
457	0.1577666601
458	0.1577574309
459	0.1577457692
460	0.1577275875
461	0.1577184979
462	0.1577121822
463	0.1576902224
464	0.1576742192
465	0.157651783
466	0.1576330101
467	0.1576186621
468	0.1576067551
469	0.1575918184
470	0.157575606
471	0.1575616096
472	0.1575459469
473	0.1575403394
474	0.1575269263
475	0.1575105982
476	0.1574981578
477	0.157480811
478	0.1574627695
479	0.1574412445
480	0.1574186693
481	0.1573943262
482	0.1573763775
483	0.1573645221
484	0.157341446
485	0.1573247884
486	0.1573145282
487	0.157294043
488	0.1572748482
489	0.1572623422
490	0.1572485541
491	0.1572386478
492	0.1572265755
493	0.1572019751
494	0.1571916249
495	0.1571789571
496	0.1571636504
497	0.1571544019
498	0.1571458656
499	0.1571383359
500	0.1571216783
501	0.1571095446
502	0.1570982705
503	0.1570931585
504	0.1570826367
505	0.157051914
506	0.1570384944
507	0.1570354862
508	0.1570176786
509	0.1570022822
510	0.1569903734
511	0.1569777188
512	0.1569634196
513	0.1569537206
514	0.1569308147
515	0.1569101836
516	0.1569058302
517	0.1568856436
518	0.156872814
519	0.1568627902
520	0.1568450474
521	0.1568231946
522	0.1568000462
523	0.1567802028
524	0.1567678838
525	0.1567453606
526	0.1567252958
527	0.1567103026
528	0.1566945232
529	0.156674845
530	0.1566563148
531	0.1566444834
532	0.1566338625
533	0.1566231901
534	0.156611628
535	0.1566022569
536	0.1565897647
537	0.156578239
538	0.1565607254
539	0.1565450966
540	0.1565298096
541	0.1565151378
542	0.1565068331
543	0.1564871851
544	0.156470833
545	0.1564507046
546	0.1564398095
547	0.1564279733
548	0.15641755
549	0.1564036257
550	0.156388885
551	0.1563778025
552	0.1563719945
553	0.1563598395
554	0.1563402669
555	0.1563315339
556	0.156315058
557	0.156305114
558	0.1562923704
559	0.1562854015
560	0.1562666586
561	0.1562640858
562	0.1562503856
563	0.1562351846
564	0.1562177102
565	0.156206862
566	0.1561950113
567	0.1561848807
568	0.1561750462
569	0.1561574674
570	0.1561555979
571	0.1561400282
572	0.1561266312
573	0.1561077039
574	0.1560970462
575	0.1560827296
576	0.1560746518
577	0.1560597488
578	0.1560436404
579	0.1560258647
580	0.1560045069
581	0.1559856564
582	0.1559629041
583	0.1559516288
584	0.155936468
585	0.1559261613
586	0.1559085228
587	0.1559014268
588	0.1558914146
589	0.1558804457
590	0.1558611226
591	0.1558479447
592	0.1558275599
593	0.1558120836
594	0.1557928893
595	0.1557736788
596	0.1557551494
597	0.1557429384
598	0.1557328066
599	0.1557150739
600	0.1556992583
601	0.1556879282
602	0.1556720348
603	0.1556600354
604	0.1556465614
605	0.1556335467
606	0.1556219356
607	0.1556076305
608	0.1555991707
609	0.1555893625
610	0.1555742653
611	0.1555571899
612	0.1555359699
613	0.1555227533
614	0.1555049146
615	0.155496977
616	0.1554872453
617	0.1554845451
618	0.1554761514
619	0.1554720869
620	0.155460246
621	0.1554438626
622	0.1554398734
623	0.1554204161
624	0.1554094152
625	0.1553973714
626	0.155380793
627	0.1553697533
628	0.155358189
629	0.1553506619
630	0.1553369824
631	0.1553239289
632	0.1553162636
633	0.155297015
634	0.1552819684
635	0.1552681824
636	0.155256394
637	0.1552356183
638	0.1552261223
639	0.1552117528
640	0.1552032672
641	0.1551866983
642	0.1551672311
643	0.1551501326
644	0.1551375813
645	0.1551248014
646	0.1551178622
647	0.1551021214
648	0.1550895468
649	0.1550804142
650	0.1550682712
651	0.1550488229
652	0.1550437693
653	0.1550277454
654	0.1550171561
655	0.155008429
656	0.1549940357
657	0.1549830153
658	0.1549752682
659	0.1549568544
660	0.1549355724
661	0.1549207557
662	0.1549098903
663	0.1548935266
664	0.1548859099
665	0.1548750281
666	0.1548633934
667	0.1548482652
668	0.1548412133
669	0.1548257918
670	0.15481022
671	0.1547978122
672	0.1547951985
673	0.1547844621
674	0.1547685804
675	0.1547503625
676	0.1547348297
677	0.1547175712
678	0.1547020899
679	0.1546933252
680	0.1546779277
681	0.1546606681
682	0.1546447546
683	0.1546357413
684	0.1546221656
685	0.1546079302
686	0.1546023442
687	0.1545867957
688	0.1545709824
689	0.1545620343
690	0.1545459195
691	0.1545319999
692	0.1545259413
693	0.1545125856
694	0.1545045771
695	0.1544908791
696	0.1544806613
697	0.1544669759
698	0.1544516448
699	0.1544310483
700	0.1544153997
701	0.1544013138
702	0.154387645
703	0.1543715955
704	0.1543536886
705	0.1543389652
706	0.1543224459
707	0.1543100021
708	0.1542944512
709	0.1542823104
710	0.1542707108
711	0.1542562099
712	0.1542434083
713	0.154233124
714	0.1542208709
715	0.1542063284
716	0.1541946743
717	0.1541835258
718	0.154169761
719	0.1541607077
720	0.1541526069
721	0.1541419318
722	0.1541344386
723	0.1541298692
724	0.1541218851
725	0.1541096062
726	0.1540908197
727	0.154081569
728	0.154066811
729	0.1540635494
730	0.1540594748
731	0.1540572949
732	0.1540489749
733	0.1540378815
734	0.1540289529
735	0.1540119166
736	0.1540012184
737	0.1539925107
738	0.1539776069
739	0.1539651428
740	0.1539531659
741	0.1539355078
742	0.1539249171
743	0.1539091872
744	0.1538959041
745	0.1538847595
746	0.1538632517
747	0.1538473061
748	0.1538327669
749	0.1538206027
750	0.1538133491
751	0.1537917099
752	0.153766026
753	0.1537495525
754	0.1537367324
755	0.1537269708
756	0.1537244641
757	0.1537120701
758	0.1537012588
759	0.1536879715
760	0.1536732419
761	0.1536610744
762	0.1536470815
763	0.1536363497
764	0.1536276781
765	0.1536187769
766	0.1536187627
767	0.153608812
768	0.1535989286
769	0.1535798217
770	0.153572552
771	0.1535610895
772	0.1535497624
773	0.1535383808
774	0.1535245445
775	0.1535175668
776	0.1535021323
777	0.1534849967
778	0.1534660349
779	0.1534519908
780	0.1534385565
781	0.1534246621
782	0.1534106677
783	0.1533981862
784	0.1533845185
785	0.1533770961
786	0.1533683842
787	0.1533496143
788	0.1533391379
789	0.1533254779
790	0.1533136646
791	0.1533018771
792	0.153287425
793	0.153275842
794	0.1532643421
795	0.1532562422
796	0.1532430771
797	0.1532283033
798	0.153217848
799	0.1532139946
800	0.1531973522
801	0.1531861044
802	0.1531736119
803	0.1531693072
804	0.1531580788
805	0.1531489178
806	0.1531406556
807	0.153129218
808	0.153118207
809	0.1531077079
810	0.1530869501
811	0.1530785501
812	0.1530665513
813	0.1530495587
814	0.153039681
815	0.1530315931
816	0.1530203889
817	0.1530078781
818	0.1529848298
819	0.1529746173
820	0.1529591238
821	0.1529378168
822	0.1529211417
823	0.1529169685
824	0.1528977703
825	0.1528904473
826	0.1528790314
827	0.1528640461
828	0.1528580318
829	0.152843009
830	0.1528307176
831	0.1528177554
832	0.1528059482
833	0.1527998142
834	0.1527844102
835	0.1527730276
836	0.1527648649
837	0.152763478
838	0.1527500034
839	0.1527353421
840	0.152718118
841	0.1527093834
842	0.1526949368
843	0.1526796851
844	0.1526745785
845	0.1526620087
846	0.1526529327
847	0.1526379304
848	0.152625229
849	0.1526151762
850	0.152603149
851	0.152593353
852	0.152590138
853	0.1525787315
854	0.1525677064
855	0.152557275
856	0.1525508159
857	0.1525443874
858	0.1525339319
859	0.1525176866
860	0.152504946
861	0.1524931354
862	0.1524822598
863	0.152467204
864	0.1524526614
865	0.1524383619
866	0.1524268411
867	0.152411266
868	0.1524001303
869	0.152391794
870	0.1523834023
871	0.1523697628
872	0.1523662969
873	0.1523522062
874	0.1523393317
875	0.1523339385
876	0.1523232138
877	0.1523132924
878	0.1523132263
879	0.1522963598
880	0.152276515
881	0.1522765145
882	0.1522632506
883	0.1522485653
884	0.1522426158
885	0.1522307958
886	0.1522233788
887	0.1522115358
888	0.1522018302
889	0.1521860808
890	0.1521751793
891	0.1521622251
892	0.1521529764
893	0.1521462338
894	0.1521319592
895	0.1521214299
896	0.1521143875
897	0.1521076746
898	0.1520982456
899	0.1520865891
900	0.1520802993
901	0.1520656059
902	0.152056038
903	0.1520444238
904	0.1520380309
905	0.1520177451
906	0.1520065051
907	0.1519970665
908	0.1519878939
909	0.151979128
910	0.1519635936
911	0.1519536257
912	0.1519363607
913	0.1519236622
914	0.1519142294
915	0.1519051578
916	0.1518995275
917	0.1518977298
918	0.1518893732
919	0.1518725995
920	0.1518580499
921	0.1518393824
922	0.1518255625
923	0.1518219417
924	0.1518144277
925	0.1517994113
926	0.15179253
927	0.1517822866
928	0.1517747989
929	0.1517652456
930	0.1517513285
931	0.1517368586
932	0.1517274442
933	0.1517194245
934	0.151712097
935	0.1516967954
936	0.1516883284
937	0.151670839
938	0.1516638547
939	0.1516529719
940	0.1516496001
941	0.1516464833
942	0.1516326613
943	0.1516190532
944	0.1516084156
945	0.1516025821
946	0.1515948929
947	0.1515794107
948	0.1515766196
949	0.1515597828
950	0.1515474968
951	0.1515393177
952	0.1515298668
953	0.151519718
954	0.1515087316
955	0.1514974478
956	0.1514864495
957	0.1514764426
958	0.151466732
959	0.151446522
960	0.1514411625
961	0.1514248088
962	0.1514122817
963	0.151403721
964	0.1513946037
965	0.1513823253
966	0.1513718011
967	0.1513655326
968	0.1513547402
969	0.1513473154
970	0.1513368761
971	0.1513278498
972	0.1513170924
973	0.1513068752
974	0.1512944909
975	0.1512842407
976	0.151270559
977	0.1512628882
978	0.1512550443
979	0.1512399871
980	0.1512305137
981	0.1512233863
982	0.1512089866
983	0.1512073879
984	0.15119716
985	0.1511884659
986	0.1511795848
987	0.1511736172
988	0.1511654832
989	0.151145746
990	0.1511376628
991	0.1511246471
992	0.1511143454
993	0.1510986863
994	0.1510872471
995	0.1510774352
996	0.1510737612
997	0.1510570747
998	0.1510379282
999	0.1510224043
5231658
999	0.1485135216
553181
972	0.09357135261
973	0.09356218888
974	0.09355054557
975	0.09355054481
976	0.09354679328
977	0.09354401272
978	0.09354399931
979	0.09354092351
980	0.09352807967
981	0.09351619577
982	0.09351046041
983	0.09349973539
984	0.09348693518
985	0.09347317948
986	0.09346529386
987	0.0934567997
988	0.09344869347
989	0.09343756393
990	0.09342352075
991	0.09340864215
992	0.0933980162
993	0.09338409093
994	0.09337453313
995	0.09335613261
996	0.09334088421
997	0.09332782456
998	0.09331699502
999	0.09330535539
